path,domain,class,split,group
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/3eb26abb-a392-4cc4-9be2-d5e4bb8f3660___FREC_Scab 2969.JPG,lab,apple_scab,test,lab_apple_scab_18141274403002895360
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/3f65aa69-06c9-423f-ac7a-e2ab6edf63ca___FREC_Scab 3360.JPG,lab,apple_scab,train,lab_apple_scab_18430919367719174336
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/4098b029-fcda-4d2f-9703-c16e6e5fae49___FREC_Scab 3455.JPG,lab,apple_scab,test,lab_apple_scab_18442487591476496126
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/40a5e87c-ee32-4d67-9b28-926e94638a1d___FREC_Scab 3251.JPG,lab,apple_scab,train,lab_apple_scab_18446716096528387590
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/40d60cf0-1311-40c7-9e7e-579e74c92027___FREC_Scab 3136.JPG,lab,apple_scab,test,lab_apple_scab_18010424602962527175
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/40df2c3f-673e-4da8-a172-65fd5a656c1d___FREC_Scab 2957.JPG,lab,apple_scab,train,lab_apple_scab_1119034022720161767
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/4147e694-ce1f-47ea-b641-899e60ef3f3a___FREC_Scab 3278.JPG,lab,apple_scab,val,lab_apple_scab_14376477036765114865
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/4151028c-c8bc-4394-b4a7-aff414864c15___FREC_Scab 3418.JPG,lab,apple_scab,train,lab_apple_scab_18437949014848108784
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/419c16b2-13aa-485b-8342-3760707e21f9___FREC_Scab 3285.JPG,lab,apple_scab,train,lab_apple_scab_18442769102699427064
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/41c2bb79-44fb-48f4-864f-eec35e3442f5___FREC_Scab 2931.JPG,lab,apple_scab,train,lab_apple_scab_18444995650792932103
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/41c30a63-9e26-4ced-8110-038a2e36b095___FREC_Scab 3298.JPG,lab,apple_scab,train,lab_apple_scab_17861822546013886915
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/43712608-0fa2-4be2-91a0-242aca469cb4___FREC_Scab 2985.JPG,lab,apple_scab,train,lab_apple_scab_18433096418941771199
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/43f68711-decd-4831-bf5c-99fa40abe339___FREC_Scab 3413.JPG,lab,apple_scab,train,lab_apple_scab_18300650730013888749
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/4442b558-4db4-4de3-82c3-7524b59bb315___FREC_Scab 2961.JPG,lab,apple_scab,train,lab_apple_scab_18441620953438656705
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/444c4ed0-3bee-4059-870a-a15a00f0e37e___FREC_Scab 3067.JPG,lab,apple_scab,train,lab_apple_scab_18443333134377337283
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/4495850d-4478-4680-a657-c082a8ea69ed___FREC_Scab 3534.JPG,lab,apple_scab,train,lab_apple_scab_6954033365596109311
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/44b52928-c5dd-48f4-b2c8-b128032c49dd___FREC_Scab 3518.JPG,lab,apple_scab,train,lab_apple_scab_13807771505339190526
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/44d28651-473c-4e9b-81ec-212893669fba___FREC_Scab 3477.JPG,lab,apple_scab,train,lab_apple_scab_17357084639211078115
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/44dbb7a4-4c41-4d4c-9e34-9e665a35926c___FREC_Scab 3438.JPG,lab,apple_scab,train,lab_apple_scab_18442172035951034625
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/44dcf367-d162-407e-8ea8-e363ab8ff5c4___FREC_Scab 3282.JPG,lab,apple_scab,train,lab_apple_scab_63478710885355279
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/45000608-507a-46f5-be52-3ee24d0fb47d___FREC_Scab 3113.JPG,lab,apple_scab,train,lab_apple_scab_18446734384263331840
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/4512edee-9d3b-451e-845d-86666feebe99___FREC_Scab 3328.JPG,lab,apple_scab,train,lab_apple_scab_18415090845599842544
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/453b09e4-6469-47f9-8599-f87e1d6eddf3___FREC_Scab 3048.JPG,lab,apple_scab,train,lab_apple_scab_18438230059312224384
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/45512c84-e453-459c-b12f-1d08ce44001b___FREC_Scab 3072.JPG,lab,apple_scab,test,lab_apple_scab_18155069759941624291
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/4555c009-6c33-4913-accc-fd1a8355646b___FREC_Scab 2929.JPG,lab,apple_scab,train,lab_apple_scab_18434222300632039715
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/45a699f2-a02d-4f1f-b628-6d445c58a595___FREC_Scab 3291.JPG,lab,apple_scab,train,lab_apple_scab_18442461306553575303
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/45e34a1f-1d46-42e8-921d-c82f2c9e7cd1___FREC_Scab 3228.JPG,lab,apple_scab,test,lab_apple_scab_18149999932316000063
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/45ee8aaa-1a08-46ed-8ac8-bba8e40c61d6___FREC_Scab 2986.JPG,lab,apple_scab,train,lab_apple_scab_2236884968781328895
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/461eeeb9-5bf1-4c0a-a7dd-6967917b4537___FREC_Scab 3098.JPG,lab,apple_scab,train,lab_apple_scab_18228539981326006659
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/462f0ef8-5460-4f5c-8935-62a204d3fc08___FREC_Scab 2924.JPG,lab,apple_scab,train,lab_apple_scab_18446724032402358529
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/470bece4-7eb2-4ec1-917a-278559afe463___FREC_Scab 3250.JPG,lab,apple_scab,test,lab_apple_scab_18446689708249320460
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/474cf33e-0289-4014-bb8a-8004b87b471b___FREC_Scab 3425.JPG,lab,apple_scab,train,lab_apple_scab_13807903999715827961
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/47b3d8bb-2461-4593-a0fe-a6adf0925a9a___FREC_Scab 2974.JPG,lab,apple_scab,test,lab_apple_scab_14956207106047155487
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/47ebb7a4-a8e0-4a57-95e5-dd8e9d1235a2___FREC_Scab 3147.JPG,lab,apple_scab,test,lab_apple_scab_18443352844319973824
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/48420763-bd18-49b4-9ab4-69319b5733f2___FREC_Scab 3201.JPG,lab,apple_scab,train,lab_apple_scab_17357125746464114626
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/48dcb319-8b65-4bac-bba4-aa8ffa8abdd0___FREC_Scab 3519.JPG,lab,apple_scab,train,lab_apple_scab_18419615853432766668
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/48e62e54-d02a-41bb-8486-234408706e69___FREC_Scab 3190.JPG,lab,apple_scab,train,lab_apple_scab_18437626388594000833
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/4940cd87-695e-4f4d-8a45-5490812447cc___FREC_Scab 3044.JPG,lab,apple_scab,train,lab_apple_scab_18441268557553370304
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/495816a8-4d85-47a5-9aca-a09f3f30a068___FREC_Scab 3443.JPG,lab,apple_scab,train,lab_apple_scab_17565027020634273743
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/4a50158d-dcd0-4a1f-885e-2d9b16a4e344___FREC_Scab 3205.JPG,lab,apple_scab,train,lab_apple_scab_14974345098494591200
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/4a7f12ff-a785-4d12-8943-f1644789a21b___FREC_Scab 2916.JPG,lab,apple_scab,train,lab_apple_scab_18443350721039631107
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/4abca5eb-2376-4551-be42-25bbb5400fc7___FREC_Scab 3268.JPG,lab,apple_scab,train,lab_apple_scab_17839762467521147872
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/4b4b59d5-3c6d-4ce5-b349-616fecb850ff___FREC_Scab 3447.JPG,lab,apple_scab,train,lab_apple_scab_505250886045614015
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/4b51cc5d-4122-451b-8598-81ea29dc7cd4___FREC_Scab 3290.JPG,lab,apple_scab,train,lab_apple_scab_10342384085650098660
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/4b7c40cd-b145-4945-b649-3576a1d898dc___FREC_Scab 3343.JPG,lab,apple_scab,train,lab_apple_scab_18431418550423898051
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/4bb38e05-1d5a-40c6-8638-10db134db682___FREC_Scab 3390.JPG,lab,apple_scab,train,lab_apple_scab_18446589253846634753
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/4be9d1d9-2170-4856-a81e-e53e7aa5dbf7___FREC_Scab 3082.JPG,lab,apple_scab,test,lab_apple_scab_18442733812014166515
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/4d02c4a9-4b0d-4b4b-9695-91f08228ee53___FREC_Scab 3274.JPG,lab,apple_scab,train,lab_apple_scab_17206558667790387683
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/4d3bcf15-cc49-4189-82e1-780efdf625a8___FREC_Scab 3254.JPG,lab,apple_scab,train,lab_apple_scab_18446705436419558413
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/4e2c27a7-4be1-4c86-a07b-bc2a64c1bff9___FREC_Scab 3018.JPG,lab,apple_scab,train,lab_apple_scab_16107018091633630400
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/4e770559-e332-470e-aae3-c7ad0399dd20___FREC_Scab 3513.JPG,lab,apple_scab,val,lab_apple_scab_18444478406033867526
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/50dca3b7-fe83-426b-9fa7-a4e80df022aa___FREC_Scab 3488.JPG,lab,apple_scab,train,lab_apple_scab_18444408197776204000
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/51530f6a-2bee-4008-8e77-eeda281e9195___FREC_Scab 3209.JPG,lab,apple_scab,train,lab_apple_scab_16712820254898680289
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/517d0958-b10e-4260-a736-7a4bbb9706c0___FREC_Scab 3497.JPG,lab,apple_scab,train,lab_apple_scab_18428596647228572099
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/518ab601-3736-4d3b-9770-a0efba601c0e___FREC_Scab 3231.JPG,lab,apple_scab,val,lab_apple_scab_18385671730460082880
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/51929389-451f-4c78-a66b-b644e82a33b6___FREC_Scab 3528.JPG,lab,apple_scab,val,lab_apple_scab_18437705967631196668
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/52d5723a-b498-4759-89a1-a7d815689716___FREC_Scab 3034.JPG,lab,apple_scab,val,lab_apple_scab_9791732928018793953
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/53035d10-9f2b-4c90-ab75-dfde2a9af82f___FREC_Scab 2915.JPG,lab,apple_scab,test,lab_apple_scab_17555876877455850488
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/5345e6fb-1829-457f-ac86-6683d762c9ea___FREC_Scab 3482.JPG,lab,apple_scab,train,lab_apple_scab_18437623767078473487
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/536ce9e9-6c98-42c6-9447-f38073b3e9da___FREC_Scab 3222.JPG,lab,apple_scab,train,lab_apple_scab_10360394104166545915
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/537873ed-fc63-4df3-bb6a-a5bf4c742619___FREC_Scab 3505.JPG,lab,apple_scab,train,lab_apple_scab_18444478949846188032
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/53c67c39-c05f-4b2e-939e-23d44a32efac___FREC_Scab 3087.JPG,lab,apple_scab,train,lab_apple_scab_18442795386299056579
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/53d37faf-7a68-4fe2-ac1f-5438637742d4___FREC_Scab 3080.JPG,lab,apple_scab,val,lab_apple_scab_17276708746022602567
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/53fe6519-da0a-4183-80d6-a18828a33223___FREC_Scab 3283.JPG,lab,apple_scab,train,lab_apple_scab_10341253830814515393
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/550b0aab-e777-4942-a186-fc910e0fa89b___FREC_Scab 3253.JPG,lab,apple_scab,test,lab_apple_scab_18446701300348950921
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/5581f206-7305-4430-be5f-8de62689fb70___FREC_Scab 2918.JPG,lab,apple_scab,train,lab_apple_scab_18444465355263836160
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/55cd6283-a5b1-47e9-b061-c7692c8ba781___FREC_Scab 3460.JPG,lab,apple_scab,test,lab_apple_scab_16709414003465568739
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/563a51b6-2342-4922-b76d-0a6bb69a11f9___FREC_Scab 3107.JPG,lab,apple_scab,train,lab_apple_scab_16208399643409843983
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/5893bd90-486f-42cf-9fcd-a4dc1e208246___FREC_Scab 3236.JPG,lab,apple_scab,val,lab_apple_scab_4543867106256945280
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/5990ed9f-ffe8-4622-bd26-e536ea5e1109___FREC_Scab 3042.JPG,lab,apple_scab,train,lab_apple_scab_18443866130176806024
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/59c9641b-c84e-4595-8f2c-13b5f914aa4a___FREC_Scab 3060.JPG,lab,apple_scab,train,lab_apple_scab_18441621228081781791
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/5a178d63-372d-48c4-adb8-d616130ba3f0___FREC_Scab 3104.JPG,lab,apple_scab,train,lab_apple_scab_13780763179992226187
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/5a923f64-b733-47a7-90f5-2786cd9c85ce___FREC_Scab 3234.JPG,lab,apple_scab,val,lab_apple_scab_4541607060240271239
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/5b74fa7a-008d-42b2-b8c0-07bd4642153a___FREC_Scab 3162.JPG,lab,apple_scab,val,lab_apple_scab_18445587120140649223
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/5c0af4dd-f185-4fc9-ae2c-a697a235d660___FREC_Scab 2955.JPG,lab,apple_scab,train,lab_apple_scab_18293839958917067635
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/5cd3df15-31a2-4076-9d1a-8735fa1dccdf___FREC_Scab 3410.JPG,lab,apple_scab,train,lab_apple_scab_18226332402627704036
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/5d398d0d-256d-4de5-8dcd-f3b455da2b76___FREC_Scab 3522.JPG,lab,apple_scab,train,lab_apple_scab_18005888029696956640
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/5dbcba87-93fa-4c21-8abd-bc20c93b359f___FREC_Scab 3258.JPG,lab,apple_scab,train,lab_apple_scab_18005921144130093537
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/5e96dd82-f2d2-4a19-a9cd-46165d6623f9___FREC_Scab 3218.JPG,lab,apple_scab,train,lab_apple_scab_9170306794196857982
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/5eb564a6-cd74-4c90-95d9-611a6301369d___FREC_Scab 3099.JPG,lab,apple_scab,train,lab_apple_scab_17568983677343996353
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/5f312356-04d0-44d0-ba06-4e3c33907b03___FREC_Scab 3349.JPG,lab,apple_scab,test,lab_apple_scab_18438236104746402575
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/5fcb921d-3329-443c-a708-37c3943f5493___FREC_Scab 2987.JPG,lab,apple_scab,train,lab_apple_scab_17799074576319691767
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/60226bd7-db11-4d7e-ba29-a5136f6bebe0___FREC_Scab 3470.JPG,lab,apple_scab,train,lab_apple_scab_18442769067594979712
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/60f3ba82-caf1-4cf7-998c-b0005458fa38___FREC_Scab 3226.JPG,lab,apple_scab,train,lab_apple_scab_54537488544276415
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/6105e3bd-339c-47bd-9764-4ba9b7059a6b___FREC_Scab 3096.JPG,lab,apple_scab,train,lab_apple_scab_12648116772687879388
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/61373045-a7a5-4213-94fb-7d81638d5561___FREC_Scab 3430.JPG,lab,apple_scab,train,lab_apple_scab_18430849151752536065
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/61643f40-eb9a-4c6b-8de5-c12319fc7680___FREC_Scab 3114.JPG,lab,apple_scab,test,lab_apple_scab_18445602714076414336
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/6171eecd-e385-4010-b9cd-5982f4674fee___FREC_Scab 2911.JPG,lab,apple_scab,train,lab_apple_scab_2250523828284502803
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/623fb084-dbac-42fb-b636-7cfcb89ba9f6___FREC_Scab 3437.JPG,lab,apple_scab,test,lab_apple_scab_14375772589400459071
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/62c3478f-3ab0-48df-962f-9d7782ec364d___FREC_Scab 2925.JPG,lab,apple_scab,train,lab_apple_scab_18445591525703353091
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/62f548e4-13e0-4e62-bcbc-2bc2c68251f3___FREC_Scab 3273.JPG,lab,apple_scab,train,lab_apple_scab_18443925994138507417
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/6344cfa8-2c26-4498-b366-817d56285212___FREC_Scab 2964.JPG,lab,apple_scab,train,lab_apple_scab_18415086504585060592
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/63a29431-0e93-4e5d-b28d-3956edd10d01___FREC_Scab 3197.JPG,lab,apple_scab,test,lab_apple_scab_18446640176315818208
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/63cf5c0e-0a65-4261-9034-ba75466ee918___FREC_Scab 3385.JPG,lab,apple_scab,test,lab_apple_scab_18425265735517442531
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/63e1d796-f00e-4c24-9871-2eae6f9c9ced___FREC_Scab 3078.JPG,lab,apple_scab,train,lab_apple_scab_18438814137107677443
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/64863bd8-baca-47b6-b07b-516df2659919___FREC_Scab 3149.JPG,lab,apple_scab,test,lab_apple_scab_18442795592976466048
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/64e20068-6685-4a30-a812-fd817117d628___FREC_Scab 3485.JPG,lab,apple_scab,train,lab_apple_scab_17420349488131676160
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/650f4395-7428-404a-b65c-8fd36f204dd6___FREC_Scab 3111.JPG,lab,apple_scab,train,lab_apple_scab_4412535821698269967
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/656265b3-9f9a-4a20-83f5-e5d6be938dcd___FREC_Scab 3454.JPG,lab,apple_scab,test,lab_apple_scab_1082837549036205055
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/659a6491-b20d-4ff6-a3be-243266b4df0c___FREC_Scab 3155.JPG,lab,apple_scab,val,lab_apple_scab_2170231711396823291
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/65c52553-6152-46d4-a576-3ef4984a6ad4___FREC_Scab 3524.JPG,lab,apple_scab,train,lab_apple_scab_17348112677888196607
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/6639559d-7af6-40b0-9677-a8dcfe036435___FREC_Scab 3342.JPG,lab,apple_scab,train,lab_apple_scab_18432543342094549967
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/663ad178-6346-4b89-8074-6655f1be1578___FREC_Scab 3500.JPG,lab,apple_scab,train,lab_apple_scab_18439919966344040947
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/6643566f-d980-4bdb-88d7-4d3ab3c771fa___FREC_Scab 3038.JPG,lab,apple_scab,train,lab_apple_scab_18415086392695644169
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/66fab3e4-d6e3-4a6d-aff0-4fe011ef8eb3___FREC_Scab 3153.JPG,lab,apple_scab,test,lab_apple_scab_18446690257870258176
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/670efd0e-9a5e-44db-bd5a-4ffb5c5e5a7d___FREC_Scab 3108.JPG,lab,apple_scab,val,lab_apple_scab_18229718730310885135
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/675f0b56-9d0b-45b3-8c8e-820efae75274___FREC_Scab 3006.JPG,lab,apple_scab,train,lab_apple_scab_18442733882081444992
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/679c439b-740f-45cb-a9ba-d2984694fb25___FREC_Scab 2950.JPG,lab,apple_scab,train,lab_apple_scab_17357098213395197152
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/67c7e9f9-19ca-4fb5-a2b1-8efdeed7b9e2___FREC_Scab 3397.JPG,lab,apple_scab,train,lab_apple_scab_18429793476415426539
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/67f122a8-fb8f-4b8c-bd45-3cf11db238b8___FREC_Scab 3140.JPG,lab,apple_scab,train,lab_apple_scab_18442174231740465344
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/680c56ea-dc23-4b7b-baeb-f51b156c98f6___FREC_Scab 3416.JPG,lab,apple_scab,train,lab_apple_scab_18430911658450940144
data/raw/plantvillage/plantvillage dataset/color/Apple___Apple_scab/6823f5d3-b27b-4a34-a417-5fc5bd99f9d7___FREC_Scab 2975.JPG,lab,apple_scab,train,lab_apple_scab_236333013883763518
